Workout.1,Workout.2,Workout.3,Workout.4,Workout.5,Workout.6,Workout.7,Workout.8,,
166,,,149,,,185,180,,
165,,,151,,,184,180,,
165,,,152,,,183,181,,
165,,,153,,,182,181,,
167,,,154,,,182,180,,
168,,,155,,,182,180,,
170,,,155,,,181,181,,
171,,,155,,,181,181,,
172,,,155,,,181,181,,
173,,,155,,,180,181,,
172,,,156,,,180,182,,
172,,,157,,,180,183,,
171,,,157,,,180,183,,
170,,,158,,,178,183,,
169,,,158,,,177,183,,
169,,,158,,,176,183,,
168,,,158,,,175,183,,
167,,,158,,,171,183,,
166,,,157,,,170,182,,
166,,,156,,,169,182,,
165,,,156,,,168,181,,
163,,,155,,,166,181,,
163,,,154,,,166,181,,
164,,,154,,,166,180,,
165,,,154,,,166,180,,
166,,,154,,,166,180,,
168,,,153,,,166,180,,
170,,,153,,,165,180,,
172,,,153,,,165,180,,
173,,,156,,,163,180,,
174,,,158,,,162,179,,
174,,,157,,,159,179,,
175,,,156,,,158,180,,
176,,,155,,,156,181,,
176,,,155,,,155,181,,
177,,,154,,,154,182,,
177,,,154,,,153,182,,
177,,,153,,,150,182,,
177,,,153,,,148,181,,
177,,,154,,,146,180,,
177,,,155,,,145,179,,
178,,,156,,,144,179,,
177,,,156,,,143,178,,
176,,,157,,,143,176,,
175,,,157,,,142,173,,
173,,,158,,,141,171,,
173,,,157,,,140,165,,
174,,,156,,,139,165,,
174,,,156,,,139,163,,
175,,,154,,,138,162,,
177,,,153,,,138,159,,
178,,,153,,,139,159,,
179,,,153,,,140,159,,
179,,,154,,,140,160,,
179,,,154,,,139,162,,
179,,,154,,,138,163,,
179,,,153,,,138,164,,
180,,,152,,,135,164,,
180,,,152,,,134,164,,
181,,,154,,,132,164,,
181,,,154,,,133,166,,
182,,,154,,,137,167,,
183,,,154,,,139,168,,
184,,,156,,,139,169,,
184,,,157,,,137,170,,
182,,,159,,,133,171,,
181,,,159,,,133,172,,
180,,,159,,,133,172,,
179,,,158,,,132,172,,
178,,,158,,,129,172,,
178,,,158,,,129,173,,
177,,,158,,,130,173,,
176,,,159,,,130,173,,
175,,,159,,,131,174,,
175,,,159,,,131,174,,
175,,,160,,,132,174,,
175,,,161,,,131,176,,
175,,,161,,,132,177,,
176,,,161,,,133,177,,
176,,,162,,,135,177,,
176,,,164,,,135,177,,
175,,,165,,,128,176,,
176,,,165,,,125,176,,
176,,,164,,,127,175,,
177,,,164,,,127,174,,
178,,,164,,,125,174,,
180,,,164,,,124,174,,
180,,,163,,,124,175,,
180,,,162,,,124,175,,
179,,,160,,,122,176,,
179,,,160,,,121,176,,
180,,,160,,,121,175,,
181,,,160,,,121,175,,
182,,,161,,,122,175,,
182,,,161,,,121,174,,
182,,,161,,,115,175,,
181,,,161,,,115,176,,
181,,,161,,,120,176,,
181,,,160,,,122,176,,
182,,,157,,,124,176,,
183,,,157,,,126,177,,
183,,,157,,,130,177,,
183,,,156,,,133,177,,
183,,,156,,,140,178,,
183,,,156,,,144,179,,
183,,,156,,,146,179,,
182,,,156,,,148,180,,
182,,,155,,,150,180,,
183,,,154,,,152,180,,
182,,,154,,,153,180,,
181,,,155,,,155,180,,
182,,,156,,,157,180,,
183,,,157,,,159,180,,
183,,,159,,,161,180,,
184,,,159,,,164,180,,
184,,,157,,,165,181,,
184,,,156,,,165,181,,
184,,,155,,,166,181,,
184,,,155,,,166,181,,
183,,,156,,,165,182,,
183,,,157,,,165,182,,
183,,,157,,,165,182,,
183,,,158,,,166,182,,
182,,,158,,,167,181,,
182,,,158,,,168,180,,
183,,,160,,,169,180,,
183,,,161,,,170,180,,
182,,,162,,,171,179,,
182,,,163,,,171,179,,
182,,,165,,,172,178,,
183,,,170,,,173,178,,
184,,,172,,,174,178,,
184,,,173,,,174,177,,
184,,,173,,,174,177,,
184,,,172,,,175,178,,
184,,,171,,,175,179,,
184,,,170,,,175,179,,
183,,,169,,,174,180,,
184,,,168,,,173,180,,
184,,,166,,,173,180,,
184,,,165,,,173,179,,
184,,,165,,,172,180,,
185,,,165,,,172,180,,
185,,,164,,,171,180,,
186,,,163,,,172,179,,
186,,,162,,,173,179,,
186,,,161,,,174,178,,
186,,,157,,,174,177,,
185,,,155,,,175,177,,
185,,,156,,,175,177,,
186,,,156,,,175,178,,
186,,,156,,,175,178,,
186,,,155,,,174,178,,
186,,,156,,,174,178,,
186,,,156,,,175,178,,
185,,,157,,,176,178,,
186,,,157,,,176,177,,
185,,,157,,,177,177,,
186,,,156,,,177,177,,
186,,,156,,,178,177,,
185,,,156,,,178,178,,
185,,,156,,,178,178,,
185,,,157,,,179,179,,
184,,,159,,,179,180,,
184,,,160,,,180,180,,
183,,,161,,,180,180,,
182,,,161,,,181,180,,
181,,,160,,,180,180,,
180,,,160,,,179,180,,
180,,,159,,,180,179,,
180,,,157,,,181,179,,
180,,,157,,,181,179,,
179,,,157,,,181,179,,
177,,,157,,,180,178,,
176,,,157,,,180,177,,
175,,,158,,,180,177,,
174,,,159,,,181,177,,
173,,,158,,,181,177,,
172,,,158,,,182,178,,
172,,,156,,,183,178,,
171,,,156,,,183,178,,
169,,,155,,,183,177,,
166,,,154,,,182,177,,
164,,,154,,,182,177,,
164,,,155,,,182,177,,
164,,,156,,,182,177,,
165,,,157,,,182,177,,
165,,,157,,,182,177,,
165,,,157,,,181,178,,
165,,,157,,,181,177,,
163,,,156,,,181,177,,
160,,,156,,,180,176,,
157,,,156,,,181,176,,
157,,,159,,,181,176,,
159,,,160,,,180,176,,
161,,,161,,,180,176,,
163,,,161,,,178,176,,
164,,,159,,,177,177,,
164,,,159,,,176,177,,
163,,,156,,,176,178,,
161,,,156,,,176,178,,
159,,,157,,,176,178,,
158,,,157,,,176,178,,
157,,,159,,,175,179,,
157,,,159,,,174,178,,
157,,,162,,,174,179,,
157,,,162,,,172,179,,
154,,,160,,,172,179,,
150,,,160,,,173,179,,
147,,,160,,,173,179,,
147,,,160,,,173,178,,
147,,,161,,,173,178,,
146,,,162,,,172,178,,
146,,,162,,,172,179,,
147,,,162,,,172,179,,
146,,,161,,,172,178,,
146,,,161,,,172,178,,
146,,,160,,,173,178,,
146,,,160,,,174,178,,
144,,,160,,,175,179,,
143,,,161,,,175,179,,
141,,,160,,,176,179,,
141,,,160,,,176,179,,
142,,,160,,,177,178,,
142,,,161,,,177,177,,
143,,,160,,,177,177,,
145,,,160,,,178,177,,
145,,,159,,,178,177,,
146,,,159,,,178,177,,
147,,,159,,,178,176,,
147,,,160,,,178,176,,
149,,,161,,,178,177,,
150,,,161,,,179,177,,
151,,,162,,,180,177,,
152,,,162,,,181,178,,
154,,,162,,,181,178,,
156,,,163,,,182,179,,
160,,,163,,,182,179,,
164,,,162,,,183,179,,
168,,,163,,,183,178,,
169,,,163,,,183,177,,
170,,,162,,,183,177,,
171,,,162,,,183,177,,
172,,,160,,,184,176,,
174,,,157,,,184,176,,
174,,,156,,,184,175,,
174,,,155,,,183,175,,
174,,,154,,,183,176,,
175,,,154,,,183,176,,
176,,,156,,,183,177,,
177,,,157,,,184,178,,
176,,,157,,,184,179,,
175,,,157,,,184,179,,
175,,,158,,,183,179,,
174,,,158,,,181,179,,
174,,,158,,,180,179,,
174,,,159,,,179,179,,
174,,,159,,,179,180,,
174,,,158,,,179,180,,
173,,,157,,,179,181,,
173,,,157,,,179,181,,
174,,,159,,,179,180,,
174,,,160,,,180,181,,
175,,,161,,,180,181,,
175,,,161,,,180,181,,
174,,,160,,,181,181,,
174,,,159,,,180,181,,
174,,,159,,,180,180,,
174,,,159,,,179,180,,
174,,,159,,,179,180,,
174,,,159,,,179,180,,
174,,,160,,,178,180,,
174,,,160,,,178,179,,
174,,,162,,,177,179,,
174,,,164,,,177,179,,
175,,,166,,,177,178,,
176,,,166,,,177,178,,
177,,,165,,,177,177,,
175,,,164,,,177,177,,
174,,,164,,,176,176,,
173,,,163,,,175,176,,
174,,,163,,,176,176,,
174,,,163,,,175,176,,
176,,,164,,,176,177,,
175,,,164,,,176,177,,
174,,,164,,,177,176,,
174,,,164,,,178,176,,
174,,,165,,,178,175,,
173,,,165,,,178,175,,
173,,,166,,,179,175,,
173,,,166,,,179,175,,
171,,,166,,,179,175,,
171,,,165,,,180,175,,
170,,,164,,,180,176,,
170,,,163,,,179,177,,
170,,,163,,,179,176,,
170,,,163,,,179,176,,
170,,,162,,,179,177,,
169,,,161,,,180,177,,
168,,,161,,,180,177,,
167,,,160,,,181,177,,
167,,,160,,,181,178,,
169,,,160,,,182,178,,
169,,,161,,,182,179,,
169,,,162,,,183,180,,
167,,,161,,,183,179,,
165,,,161,,,183,179,,
163,,,157,,,183,178,,
160,,,156,,,182,177,,
158,,,155,,,183,176,,
156,,,154,,,183,176,,
153,,,151,,,183,176,,
152,,,150,,,184,177,,
152,,,153,,,184,177,,
152,,,154,,,184,177,,
152,,,154,,,184,176,,
151,,,152,,,184,175,,
150,,,148,,,184,175,,
150,,,147,,,184,175,,
150,,,149,,,184,175,,
151,,,150,,,184,175,,
151,,,152,,,184,175,,
151,,,153,,,183,175,,
151,,,153,,,183,174,,
151,,,152,,,183,174,,
150,,,152,,,183,173,,
149,,,151,,,183,173,,
149,,,151,,,183,173,,
149,,,150,,,183,174,,
149,,,149,,,184,174,,
148,,,149,,,184,174,,
148,,,150,,,183,174,,
149,,,150,,,183,174,,
151,,,151,,,183,173,,
154,,,150,,,182,173,,
156,,,150,,,182,174,,
157,,,149,,,182,174,,
158,,,147,,,182,174,,
160,,,146,,,181,174,,
160,,,144,,,181,174,,
161,,,143,,,179,173,,
161,,,141,,,179,174,,
162,,,142,,,179,174,,
164,,,146,,,179,173,,
165,,,148,,,178,173,,
166,,,150,,,177,173,,
166,,,151,,,176,173,,
166,,,153,,,175,174,,
166,,,154,,,174,175,,
166,,,155,,,174,175,,
166,,,156,,,174,175,,
165,,,156,,,173,175,,
165,,,158,,,173,174,,
165,,,162,,,172,174,,
167,,,164,,,171,173,,
168,,,165,,,170,173,,
169,,,166,,,169,173,,
171,,,166,,,169,172,,
172,,,166,,,168,172,,
173,,,165,,,168,172,,
174,,,165,,,168,173,,
175,,,165,,,168,173,,
175,,,166,,,169,173,,
175,,,169,,,171,174,,
175,,,170,,,171,174,,
174,,,169,,,171,175,,
174,,,169,,,172,174,,
175,,,168,,,173,174,,
175,,,169,,,174,174,,
175,,,170,,,174,173,,
172,,,171,,,173,173,,
167,,,173,,,173,174,,
166,,,173,,,174,174,,
164,,,174,,,173,175,,
160,,,175,,,173,175,,
158,,,175,,,173,176,,
156,,,175,,,173,176,,
150,,,175,,,173,176,,
149,,,176,,,172,177,,
146,,,176,,,171,177,,
144,,,176,,,171,176,,
142,,,175,,,173,175,,
141,,,175,,,174,175,,
140,,,176,,,175,174,,
145,,,177,,,177,173,,
154,,,177,,,177,172,,
160,,,177,,,178,171,,
164,,,177,,,178,170,,
166,,,177,,,178,171,,
168,,,177,,,178,171,,
170,,,177,,,178,171,,
173,,,177,,,178,171,,
174,,,177,,,178,171,,
177,,,176,,,177,171,,
179,,,176,,,177,171,,
181,,,177,,,177,172,,
182,,,177,,,178,172,,
182,,,176,,,178,172,,
183,,,175,,,179,172,,
183,,,175,,,179,173,,
183,,,175,,,179,174,,
183,,,175,,,179,174,,
183,,,175,,,179,174,,
183,,,175,,,179,175,,
184,,,175,,,179,175,,
184,,,175,,,179,175,,
185,,,175,,,178,176,,
184,,,175,,,178,176,,
183,,,176,,,179,177,,
183,,,175,,,179,177,,
183,,,175,,,179,177,,
183,,,174,,,180,177,,
183,,,174,,,180,177,,
182,,,175,,,180,177,,
182,,,175,,,179,178,,
182,,,176,,,179,178,,
182,,,176,,,180,178,,
183,,,177,,,180,177,,
183,,,177,,,181,177,,
184,,,177,,,181,176,,
185,,,177,,,182,176,,
185,,,176,,,182,176,,
185,,,176,,,182,176,,
185,,,173,,,181,175,,
184,,,172,,,180,175,,
184,,,171,,,179,175,,
184,,,169,,,176,175,,
184,,,169,,,176,175,,
185,,,168,,,176,174,,
185,,,166,,,177,174,,
184,,,165,,,178,173,,
184,,,164,,,179,173,,
185,,,164,,,180,173,,
185,,,161,,,181,173,,
185,,,159,,,182,173,,
185,,,155,,,182,174,,
184,,,153,,,183,174,,
185,,,152,,,183,173,,
186,,,152,,,183,173,,
186,,,150,,,183,174,,
186,,,150,,,183,173,,
186,,,150,,,183,173,,
186,,,150,,,182,173,,
185,,,152,,,182,174,,
184,,,153,,,182,174,,
184,,,153,,,182,175,,
184,,,153,,,181,175,,
184,,,152,,,180,176,,
185,,,152,,,178,176,,
185,,,154,,,178,177,,
184,,,156,,,176,177,,
184,,,156,,,176,177,,
185,,,156,,,174,177,,
185,,,157,,,174,177,,
186,,,156,,,175,176,,
186,,,157,,,176,177,,
186,,,158,,,176,177,,
186,,,160,,,175,177,,
185,,,161,,,174,177,,
185,,,163,,,173,177,,
185,,,164,,,173,177,,
185,,,166,,,173,177,,
186,,,167,,,172,177,,
186,,,170,,,172,176,,
187,,,171,,,171,176,,
187,,,174,,,170,177,,
187,,,174,,,169,177,,
187,,,175,,,168,178,,
187,,,175,,,168,178,,
187,,,175,,,167,178,,
186,,,175,,,167,178,,
186,,,177,,,168,178,,
186,,,177,,,169,178,,
185,,,178,,,170,178,,
185,,,178,,,169,178,,
184,,,179,,,169,179,,
184,,,178,,,169,179,,
183,,,177,,,169,178,,
182,,,176,,,169,178,,
181,,,176,,,169,178,,
179,,,176,,,170,179,,
178,,,177,,,170,179,,
175,,,177,,,172,179,,
172,,,177,,,172,179,,
170,,,177,,,174,179,,
168,,,177,,,175,178,,
166,,,176,,,176,178,,
166,,,177,,,177,176,,
166,,,177,,,177,176,,
167,,,175,,,178,176,,
169,,,174,,,178,176,,
171,,,172,,,178,175,,
172,,,171,,,178,176,,
176,,,167,,,178,177,,
177,,,164,,,178,177,,
178,,,158,,,178,177,,
179,,,156,,,179,177,,
181,,,152,,,179,177,,
182,,,150,,,180,177,,
183,,,146,,,180,178,,
184,,,145,,,180,178,,
185,,,143,,,180,179,,
185,,,142,,,179,178,,
185,,,144,,,180,177,,
185,,,144,,,180,177,,
185,,,137,,,180,177,,
185,,,135,,,180,177,,
185,,,134,,,179,177,,
185,,,134,,,179,177,,
185,,,136,,,180,176,,
185,,,137,,,180,176,,
185,,,138,,,180,176,,
185,,,139,,,180,176,,
185,,,142,,,180,176,,
186,,,143,,,180,177,,
185,,,147,,,180,177,,
185,,,148,,,179,176,,
185,,,151,,,179,176,,
185,,,152,,,179,176,,
185,,,154,,,179,175,,
184,,,155,,,179,175,,
183,,,158,,,179,175,,
182,,,160,,,178,175,,
182,,,162,,,178,175,,
182,,,166,,,178,174,,
182,,,171,,,178,173,,
181,,,173,,,178,172,,
180,,,174,,,178,173,,
180,,,175,,,179,173,,
180,,,175,,,179,173,,
179,,,175,,,178,173,,
179,,,175,,,178,173,,
179,,,174,,,177,173,,
179,,,170,,,177,174,,
179,,,169,,,176,175,,
178,,,168,,,175,175,,
176,,,167,,,174,175,,
175,,,166,,,173,175,,
174,,,164,,,171,175,,
174,,,161,,,170,175,,
174,,,161,,,168,175,,
175,,,161,,,167,174,,
175,,,161,,,166,174,,
175,,,160,,,166,174,,
175,,,160,,,166,173,,
175,,,160,,,167,173,,
175,,,158,,,169,172,,
175,,,158,,,170,172,,
175,,,158,,,171,171,,
176,,,160,,,171,170,,
176,,,161,,,171,170,,
175,,,162,,,171,170,,
175,,,162,,,171,170,,
175,,,162,,,172,170,,
175,,,161,,,172,171,,
174,,,163,,,173,171,,
174,,,163,,,174,172,,
172,,,164,,,174,172,,
171,,,165,,,174,171,,
169,,,165,,,174,171,,
168,,,166,,,174,171,,
167,,,166,,,174,170,,
166,,,166,,,174,169,,
164,,,166,,,175,169,,
162,,,167,,,175,169,,
161,,,170,,,175,169,,
159,,,170,,,174,169,,
158,,,170,,,174,170,,
157,,,169,,,173,170,,
157,,,168,,,173,171,,
157,,,167,,,173,171,,
158,,,168,,,173,171,,
160,,,168,,,171,171,,
162,,,170,,,170,172,,
163,,,171,,,168,172,,
164,,,172,,,167,173,,
165,,,173,,,163,173,,
166,,,173,,,161,173,,
166,,,173,,,155,173,,
167,,,172,,,153,173,,
168,,,172,,,152,174,,
168,,,173,,,152,174,,
167,,,173,,,153,174,,
167,,,173,,,153,173,,
167,,,173,,,151,172,,
166,,,173,,,150,172,,
165,,,172,,,149,172,,
165,,,171,,,149,171,,
164,,,171,,,147,171,,
164,,,172,,,146,171,,
165,,,173,,,145,172,,
166,,,174,,,146,172,,
166,,,174,,,145,172,,
167,,,174,,,142,172,,
168,,,176,,,139,172,,
169,,,175,,,138,173,,
169,,,174,,,137,173,,
170,,,173,,,137,172,,
171,,,171,,,131,172,,
172,,,170,,,125,172,,
173,,,169,,,123,171,,
173,,,169,,,123,171,,
174,,,170,,,126,171,,
174,,,170,,,126,171,,
176,,,170,,,127,171,,
177,,,170,,,126,170,,
179,,,171,,,126,171,,
179,,,171,,,127,171,,
180,,,170,,,127,171,,
181,,,169,,,125,170,,
181,,,168,,,124,169,,
181,,,166,,,125,168,,
181,,,165,,,126,167,,
181,,,163,,,125,166,,
181,,,161,,,125,166,,
182,,,158,,,127,166,,
182,,,154,,,129,166,,
182,,,151,,,129,165,,
182,,,147,,,128,165,,
181,,,144,,,129,164,,
180,,,142,,,130,164,,
179,,,139,,,131,163,,
177,,,137,,,131,163,,
177,,,134,,,131,161,,
175,,,131,,,130,162,,
175,,,130,,,130,163,,
174,,,127,,,129,162,,
174,,,126,,,129,161,,
173,,,123,,,128,160,,
174,,,123,,,129,160,,
173,,,125,,,131,160,,
172,,,127,,,131,160,,
171,,,133,,,128,159,,
169,,,138,,,128,157,,
167,,,142,,,128,157,,
166,,,145,,,127,156,,
165,,,149,,,126,155,,
165,,,153,,,126,155,,
165,,,155,,,124,153,,
165,,,158,,,124,151,,
165,,,162,,,124,150,,
165,,,165,,,123,148,,
167,,,168,,,120,148,,
168,,,169,,,119,148,,
171,,,171,,,119,149,,
171,,,171,,,120,151,,
173,,,171,,,122,150,,
173,,,171,,,123,145,,
175,,,172,,,125,144,,
176,,,171,,,127,142,,
177,,,171,,,127,138,,
178,,,171,,,125,137,,
178,,,173,,,123,138,,
180,,,173,,,120,138,,
180,,,173,,,117,137,,
181,,,173,,,115,138,,
181,,,173,,,112,137,,
181,,,173,,,112,134,,
180,,,172,,,112,135,,
178,,,172,,,111,132,,
176,,,173,,,109,128,,
175,,,173,,,109,127,,
173,,,172,,,110,131,,
173,,,170,,,110,131,,
172,,,169,,,111,131,,
172,,,167,,,111,131,,
172,,,167,,,114,131,,
171,,,166,,,115,131,,
168,,,165,,,120,,,
167,,,165,,,121,,,
162,,,164,,,122,,,
159,,,164,,,122,,,
155,,,162,,,118,,,
153,,,160,,,117,,,
151,,,158,,,117,,,
149,,,157,,,118,,,
147,,,155,,,117,,,
146,,,154,,,117,,,
144,,,153,,,116,,,
144,,,153,,,116,,,
145,,,153,,,114,,,
143,,,153,,,114,,,
140,,,153,,,114,,,
139,,,153,,,114,,,
132,,,155,,,112,,,
131,,,157,,,112,,,
130,,,158,,,112,,,
129,,,159,,,112,,,
132,,,160,,,115,,,
132,,,161,,,116,,,
132,,,161,,,123,,,
133,,,160,,,123,,,
136,,,160,,,123,,,
136,,,161,,,123,,,
134,,,162,,,127,,,
133,,,163,,,127,,,
131,,,163,,,127,,,
130,,,163,,,126,,,
131,,,164,,,125,,,
131,,,166,,,124,,,
130,,,168,,,121,,,
130,,,169,,,120,,,
131,,,169,,,117,,,
133,,,169,,,117,,,
136,,,168,,,119,,,
137,,,166,,,121,,,
138,,,164,,,124,,,
139,,,164,,,128,,,
140,,,166,,,131,,,
143,,,166,,,132,,,
145,,,164,,,132,,,
146,,,161,,,131,,,
146,,,158,,,129,,,
147,,,157,,,128,,,
150,,,156,,,127,,,
150,,,156,,,127,,,
150,,,156,,,127,,,
150,,,156,,,128,,,
151,,,154,,,131,,,
151,,,153,,,132,,,
150,,,153,,,133,,,
150,,,153,,,133,,,
149,,,154,,,133,,,
151,,,154,,,134,,,
154,,,154,,,134,,,
155,,,154,,,134,,,
157,,,153,,,134,,,
159,,,153,,,133,,,
165,,,154,,,132,,,
166,,,155,,,132,,,
164,,,157,,,134,,,
161,,,158,,,137,,,
160,,,161,,,136,,,
163,,,162,,,134,,,
166,,,162,,,133,,,
167,,,162,,,131,,,
167,,,161,,,126,,,
167,,,159,,,120,,,
167,,,158,,,119,,,
167,,,157,,,116,,,
167,,,157,,,110,,,
168,,,156,,,109,,,
170,,,156,,,115,,,
171,,,156,,,115,,,
171,,,155,,,114,,,
172,,,154,,,114,,,
173,,,154,,,117,,,
174,,,155,,,118,,,
175,,,154,,,116,,,
175,,,154,,,111,,,
175,,,154,,,107,,,
175,,,154,,,104,,,
175,,,156,,,104,,,
174,,,159,,,116,,,
173,,,160,,,121,,,
173,,,160,,,123,,,
174,,,160,,,123,,,
174,,,161,,,118,,,
173,,,163,,,120,,,
173,,,164,,,118,,,
172,,,165,,,112,,,
172,,,165,,,111,,,
171,,,165,,,115,,,
171,,,167,,,118,,,
169,,,168,,,120,,,
167,,,169,,,121,,,
165,,,170,,,122,,,
163,,,170,,,123,,,
158,,,169,,,126,,,
156,,,169,,,130,,,
155,,,169,,,134,,,
156,,,170,,,137,,,
159,,,171,,,140,,,
161,,,173,,,144,,,
162,,,174,,,146,,,
161,,,174,,,147,,,
162,,,174,,,148,,,
162,,,174,,,147,,,
164,,,174,,,148,,,
164,,,174,,,149,,,
165,,,175,,,151,,,
165,,,176,,,153,,,
166,,,176,,,155,,,
167,,,175,,,157,,,
169,,,176,,,157,,,
169,,,176,,,157,,,
169,,,175,,,157,,,
169,,,175,,,158,,,
171,,,174,,,157,,,
171,,,174,,,158,,,
171,,,174,,,159,,,
171,,,175,,,160,,,
170,,,175,,,160,,,
170,,,174,,,160,,,
170,,,172,,,162,,,
169,,,170,,,162,,,
168,,,169,,,162,,,
168,,,169,,,161,,,
167,,,168,,,161,,,
166,,,167,,,159,,,
167,,,167,,,158,,,
168,,,165,,,159,,,
169,,,164,,,159,,,
169,,,164,,,161,,,
168,,,163,,,162,,,
168,,,161,,,164,,,
168,,,158,,,165,,,
169,,,157,,,165,,,
170,,,154,,,163,,,
172,,,152,,,163,,,
173,,,153,,,164,,,
173,,,154,,,164,,,
173,,,153,,,165,,,
173,,,148,,,165,,,
174,,,144,,,166,,,
174,,,142,,,167,,,
174,,,142,,,167,,,
174,,,141,,,166,,,
174,,,139,,,165,,,
175,,,135,,,165,,,
174,,,132,,,164,,,
174,,,131,,,164,,,
174,,,129,,,164,,,
174,,,128,,,165,,,
174,,,124,,,166,,,
173,,,122,,,168,,,
172,,,125,,,169,,,
172,,,128,,,170,,,
172,,,128,,,170,,,
171,,,127,,,171,,,
169,,,127,,,171,,,
169,,,130,,,170,,,
170,,,130,,,170,,,
171,,,131,,,170,,,
170,,,132,,,170,,,
169,,,135,,,170,,,
166,,,142,,,169,,,
164,,,143,,,169,,,
165,,,141,,,170,,,
167,,,138,,,171,,,
170,,,133,,,170,,,
171,,,131,,,170,,,
172,,,131,,,170,,,
173,,,130,,,170,,,
175,,,128,,,169,,,
176,,,128,,,168,,,
176,,,129,,,166,,,
176,,,130,,,164,,,
176,,,130,,,162,,,
177,,,129,,,159,,,
178,,,129,,,158,,,
178,,,128,,,157,,,
179,,,128,,,156,,,
179,,,127,,,154,,,
179,,,125,,,154,,,
179,,,125,,,152,,,
178,,,126,,,150,,,
178,,,125,,,150,,,
178,,,123,,,149,,,
178,,,124,,,139,,,
179,,,128,,,136,,,
180,,,128,,,134,,,
180,,,129,,,137,,,
180,,,133,,,137,,,
180,,,139,,,128,,,
180,,,141,,,122,,,
180,,,143,,,124,,,
180,,,143,,,127,,,
180,,,141,,,131,,,
180,,,141,,,136,,,
179,,,143,,,140,,,
179,,,145,,,145,,,
179,,,146,,,148,,,
179,,,146,,,150,,,
179,,,147,,,152,,,
179,,,148,,,154,,,
178,,,149,,,156,,,
177,,,151,,,159,,,
176,,,153,,,162,,,
175,,,154,,,163,,,
174,,,155,,,165,,,
174,,,155,,,166,,,
174,,,156,,,166,,,
174,,,157,,,168,,,
174,,,158,,,169,,,
173,,,157,,,169,,,
172,,,157,,,171,,,
172,,,157,,,172,,,
170,,,157,,,173,,,
170,,,157,,,173,,,
169,,,158,,,172,,,
168,,,158,,,173,,,
168,,,157,,,174,,,
167,,,157,,,174,,,
166,,,157,,,174,,,
165,,,157,,,174,,,
162,,,158,,,174,,,
160,,,159,,,173,,,
155,,,160,,,173,,,
153,,,160,,,174,,,
148,,,159,,,174,,,
147,,,159,,,174,,,
146,,,159,,,174,,,
142,,,159,,,174,,,
139,,,160,,,174,,,
138,,,159,,,174,,,
134,,,157,,,175,,,
132,,,157,,,174,,,
128,,,157,,,174,,,
127,,,158,,,174,,,
130,,,157,,,174,,,
132,,,156,,,173,,,
134,,,156,,,173,,,
134,,,155,,,173,,,
137,,,155,,,173,,,
136,,,156,,,172,,,
134,,,157,,,172,,,
135,,,157,,,172,,,
136,,,157,,,171,,,
136,,,157,,,171,,,
138,,,158,,,169,,,
140,,,159,,,168,,,
143,,,160,,,167,,,
143,,,161,,,167,,,
141,,,162,,,168,,,
142,,,163,,,169,,,
143,,,163,,,170,,,
144,,,163,,,170,,,
146,,,162,,,170,,,
147,,,162,,,171,,,
149,,,162,,,171,,,
150,,,162,,,172,,,
150,,,162,,,174,,,
150,,,163,,,175,,,
153,,,164,,,176,,,
153,,,163,,,176,,,
153,,,162,,,177,,,
154,,,161,,,177,,,
154,,,158,,,177,,,
153,,,157,,,177,,,
153,,,155,,,177,,,
154,,,154,,,176,,,
153,,,148,,,176,,,
154,,,147,,,176,,,
155,,,140,,,176,,,
156,,,140,,,176,,,
156,,,144,,,176,,,
155,,,148,,,176,,,
155,,,152,,,176,,,
156,,,153,,,177,,,
155,,,156,,,177,,,
154,,,157,,,176,,,
151,,,159,,,175,,,
150,,,160,,,174,,,
148,,,163,,,175,,,
146,,,163,,,175,,,
145,,,164,,,176,,,
144,,,164,,,177,,,
143,,,164,,,177,,,
143,,,165,,,177,,,
144,,,167,,,177,,,
146,,,168,,,177,,,
148,,,169,,,176,,,
149,,,169,,,174,,,
151,,,169,,,171,,,
152,,,169,,,169,,,
154,,,169,,,168,,,
155,,,168,,,164,,,
158,,,166,,,161,,,
160,,,166,,,157,,,
164,,,165,,,156,,,
166,,,165,,,154,,,
167,,,166,,,153,,,
167,,,167,,,153,,,
166,,,167,,,153,,,
165,,,165,,,153,,,
159,,,160,,,152,,,
157,,,159,,,150,,,
155,,,156,,,149,,,
154,,,156,,,148,,,
151,,,154,,,147,,,
150,,,153,,,147,,,
151,,,153,,,148,,,
152,,,153,,,147,,,
151,,,154,,,148,,,
148,,,155,,,149,,,
143,,,156,,,149,,,
143,,,158,,,149,,,
142,,,160,,,149,,,
140,,,162,,,148,,,
139,,,162,,,148,,,
139,,,162,,,145,,,
139,,,162,,,143,,,
139,,,163,,,141,,,
139,,,165,,,138,,,
140,,,166,,,136,,,
140,,,167,,,132,,,
141,,,166,,,129,,,
142,,,166,,,125,,,
142,,,165,,,123,,,
141,,,166,,,122,,,
140,,,166,,,120,,,
139,,,166,,,118,,,
139,,,166,,,116,,,
137,,,164,,,116,,,
135,,,164,,,116,,,
130,,,161,,,117,,,
130,,,160,,,117,,,
129,,,159,,,118,,,
129,,,157,,,114,,,
129,,,155,,,110,,,
130,,,153,,,110,,,
132,,,147,,,110,,,
133,,,145,,,112,,,
135,,,142,,,115,,,
135,,,142,,,120,,,
136,,,143,,,120,,,
136,,,144,,,119,,,
138,,,141,,,119,,,
139,,,140,,,119,,,
141,,,141,,,119,,,
